"id","no_folio","fecha_evento","tipo_de_evento","coordenada_x","coordenada_y"
358,"C5/200511/04422",2020-05-11,"CHOQUE",-99.1524,19.35504
359,"C5/200511/04979",2020-05-11,"CHOQUE",-99.07066,19.31424
360,"C5/200511/05438",2020-05-11,"CHOQUE",-99.18831,19.37089
361,"C5/200511/04106",2020-05-11,"DERRAPADO",-99.144145,19.486897
362,"GA/200511/05458",2020-05-11,"DERRAPADO",-99.14535,19.47962
363,"C5/200511/05874",2020-05-11,"DERRAPADO",-99.13832,19.43378
364,"C5/200511/06574",2020-05-11,"DERRAPADO",-99.08016,19.46729
365,"C5/200511/06930",2020-05-11,"DERRAPADO",-99.21112,19.32996
366,"IZ/200512/02093",2020-05-12,"ATROPELLADO",-99.0305,19.29722
367,"C5/200512/04345",2020-05-12,"ATROPELLADO",-99.05963,19.25148
368,"C5/200512/04653",2020-05-12,"ATROPELLADO",-99.22217,19.3781
369,"C5/200512/04660",2020-05-12,"CAIDA DE PASAJERO",-99.114876,19.429882
370,"C5/200512/03871",2020-05-12,"CHOQUE",-99.2185,19.35905
371,"C5/200512/04402",2020-05-12,"CHOQUE",-99.12549,19.42628
372,"C5/200512/05095",2020-05-12,"CHOQUE",-99.13749,19.34107
373,"C5/200513/00892",2020-05-13,"ATROPELLADO",-99.2749,19.33279
374,"C5/200513/06357",2020-05-13,"CAIDA DE CICLISTA",-99.12867,19.55478
375,"C5/200513/01770",2020-05-13,"CHOQUE",-99.17037,19.40056
376,"C5/200513/01875",2020-05-13,"CHOQUE",-99.15907,19.38562
377,"CH/200513/02061",2020-05-13,"CHOQUE",-99.1584,19.45732
378,"C5/200513/04247",2020-05-13,"CHOQUE",-99.13971,19.39424
379,"C5/200513/05197",2020-05-13,"CHOQUE",-99.14319,19.48445
380,"C5/200513/05475",2020-05-13,"CHOQUE",-99.10239,19.4173
381,"C5/200513/02562",2020-05-13,"DERRAPADO",-99.17462,19.29145
382,"BJ/200513/03858",2020-05-13,"DERRAPADO",-99.16352,19.35822
383,"C5/200513/04144",2020-05-13,"DERRAPADO",-99.06029,19.39872
384,"IZ/200514/03211",2020-05-14,"CHOQUE",-99.110597,19.360627
385,"C5/200514/03664",2020-05-14,"CHOQUE",-99.1603,19.40293
386,"C5/200514/03914",2020-05-14,"CHOQUE",-99.16987,19.37627
387,"C5/200514/04100",2020-05-14,"CHOQUE",-99.06446,19.40113
388,"C5/200514/05277",2020-05-14,"CHOQUE",-99.20337,19.38091
389,"C5/200514/05573",2020-05-14,"CHOQUE",-99.16292,19.5047
390,"C5/200514/05081",2020-05-14,"DERRAPADO",-99.16869,19.39788
391,"C5/200514/06521",2020-05-14,"VOLCADURA",-99.04533,19.39087
392,"C5/200515/05066",2020-05-15,"ATROPELLADO",-99.10288,19.44573
393,"C5/200515/03842",2020-05-15,"CHOQUE",-99.10663,19.31668
394,"C5/200515/04082",2020-05-15,"CHOQUE",-99.12175,19.23168
395,"C5/200515/04567",2020-05-15,"CHOQUE",-99.065865,19.383385
396,"C5/200515/05994",2020-05-15,"CHOQUE",-99.00062,19.28784
397,"C5/200516/05881",2020-05-16,"ATROPELLADO",-99.04317,19.30978
398,"C5/200516/06660",2020-05-16,"ATROPELLADO",-99.09832,19.45888
399,"C5/200516/04294",2020-05-16,"CAIDA DE CICLISTA",-99.17407,19.42355
400,"C5/200516/07329",2020-05-16,"CAIDA DE CICLISTA",-99.16139,19.42952
401,"C5/200516/07453",2020-05-16,"CAIDA DE PASAJERO",-99.1047,19.49021
402,"C5/200516/01178",2020-05-16,"CHOQUE",-99.1079,19.37657
403,"C5/200516/01780",2020-05-16,"CHOQUE",-99.08024,19.37168
404,"C5/200516/04218",2020-05-16,"CHOQUE",-99.13476,19.42941
405,"C5/200516/04781",2020-05-16,"CHOQUE",-99.10956,19.44733
406,"C5/200516/06984",2020-05-16,"CHOQUE",-99.164619,19.306242
407,"SD",2020-05-16,"CHOQUE",-99.205781,19.362056
408,"C5/200516/02113",2020-05-16,"DERRAPADO",-99.19659,19.44327
409,"C5/200516/04489",2020-05-16,"DERRAPADO",-99.18673,19.37573
410,"C5/200516/05676",2020-05-16,"DERRAPADO",-99.09197,19.47666
411,"C5/200516/05911",2020-05-16,"DERRAPADO",-99.06793,19.29523
412,"C5/200516/08299",2020-05-16,"DERRAPADO",-99.06017,19.44897
413,"CH/200517/03593",2020-05-17,"ATROPELLADO",-99.127786,19.433548
414,"C5/200517/03880",2020-05-17,"CAIDA DE CICLISTA",-99.1504,19.435
415,"BJ/200517/00126",2020-05-17,"CHOQUE",-99.178158,19.292693
416,"C5/200517/00842",2020-05-17,"CHOQUE",-99.137641,19.395451
417,"C5/200517/04582",2020-05-17,"CHOQUE",-99.090802,19.509481
418,"C5/200517/05365",2020-05-17,"CHOQUE",-99.16112,19.42796
419,"C5/200517/06373",2020-05-17,"CHOQUE",-99.09085,19.41277
420,"AO/200517/04526",2020-05-17,"DERRAPADO",-99.200529,19.382248
421,"C5/200518/03558",2020-05-18,"ATROPELLADO",-99.07446,19.36118
422,"C5/200518/06092",2020-05-18,"ATROPELLADO",-99.16754,19.36626
423,"AO/200518/00378",2020-05-18,"CHOQUE",-99.174857,19.446422
424,"C5/200518/01390",2020-05-18,"CHOQUE",-99.2032,19.42786
425,"C5/200518/01834",2020-05-18,"CHOQUE",-99.00741,19.35032
426,"C5/200518/02343",2020-05-18,"CHOQUE",-99.15952,19.38319
427,"C5/200518/03735",2020-05-18,"CHOQUE",-99.13859,19.31945
428,"GA/200518/05449",2020-05-18,"CHOQUE",-99.104195,19.393772
429,"C5/200518/00038",2020-05-18,"DERRAPADO",-99.06106,19.3535
430,"C5/200518/04984",2020-05-18,"DERRAPADO",-99.14674,19.37902
431,"C5/200518/06704",2020-05-18,"DERRAPADO",-99.15992,19.4306
432,"C5/200519/00011",2020-05-19,"CAIDA DE CICLISTA",-99.08896,19.44803
433,"C5/200519/03786",2020-05-19,"CAIDA DE CICLISTA",-99.13408,19.46617
434,"C5/200519/02322",2020-05-19,"CHOQUE",-99.18085,19.36787
435,"C5/200519/04573",2020-05-19,"CHOQUE",-99.173,19.33585
436,"C5/200519/06213",2020-05-19,"DERRAPADO",-99.13698,19.33027
437,"C5/200520/01000",2020-05-20,"ATROPELLADO",-99.25436,19.39731
438,"C5/200520/01183",2020-05-20,"CHOQUE",-98.99303,19.2236
439,"IZ/200520/02769",2020-05-20,"CHOQUE",-99.00419,19.28139
440,"C5/200520/03524",2020-05-20,"CHOQUE",-99.06781,19.32817
441,"C5/200520/03610",2020-05-20,"CHOQUE",-99.17189,19.4696
442,"C5/200520/04189",2020-05-20,"CHOQUE",-99.1919,19.34824
443,"C5/200520/04290",2020-05-20,"CHOQUE",-99.13706,19.44263
444,"C5/200520/02770",2020-05-20,"DERRAPADO",-99.13833,19.45479
445,"IZ/200521/01729",2020-05-21,"ATROPELLADO",-99.06345,19.30556
446,"C5/200521/04052",2020-05-21,"ATROPELLADO",-99.12568,19.46634
447,"C5/200521/01606",2020-05-21,"CAIDA DE CICLISTA",-99.16526,19.39466
448,"C5/200521/02807",2020-05-21,"CAIDA DE CICLISTA",-99.02289,19.29717
449,"IZ/200521/01324",2020-05-21,"CHOQUE",-99.11009,19.37345
450,"C5/200521/00631",2020-05-21,"DERRAPADO",-99.12728,19.37655
451,"C5/200522/02605",2020-05-22,"CAIDA DE PASAJERO",-99.16764,19.41752
452,"C5/200522/02794",2020-05-22,"CAIDA DE PASAJERO",-99.12029,19.42226
453,"C5/200522/01389",2020-05-22,"CHOQUE",-99.178,19.40564
454,"C5/200522/02095",2020-05-22,"CHOQUE",-99.09272,19.40851
455,"C5/200522/03128",2020-05-22,"CHOQUE",-99.13529,19.42611
456,"C5/200522/03330",2020-05-22,"CHOQUE",-99.12124,19.44242
457,"C5/200522/04239",2020-05-22,"CHOQUE",-99.19752,19.35988
458,"C5/200522/04322",2020-05-22,"CHOQUE",-99.13698,19.33002
459,"C5/200522/04585",2020-05-22,"CHOQUE",-99.17036,19.37782
460,"C5/200522/04765",2020-05-22,"CHOQUE",-99.13285,19.49346
461,"C5/200522/05054",2020-05-22,"CHOQUE",-99.14482,19.4563
462,"C5/200522/06485",2020-05-22,"DERRAPADO",-99.16482,19.42015
463,"C5/200523/01941",2020-05-23,"ATROPELLADO",-99.12362,19.43861
464,"GA/200523/03425",2020-05-23,"ATROPELLADO",-99.07256,19.45552
465,"C5/200523/08517",2020-05-23,"ATROPELLADO",-99.15452,19.51319
466,"C5/200523/06379",2020-05-23,"CAIDA DE CICLISTA",-99.036247,19.384317
467,"GA/200523/08676",2020-05-23,"CAIDA DE CICLISTA",-99.12469,19.46593
468,"C5/200523/00658",2020-05-23,"CHOQUE",-99.20606,19.39037
469,"IZ/200523/01549",2020-05-23,"CHOQUE",-99.021193,19.345458
470,"C5/200523/02291",2020-05-23,"CHOQUE",-99.142103,19.536595
471,"C5/200523/03929",2020-05-23,"CHOQUE",-99.16408,19.34456
472,"C5/200523/04259",2020-05-23,"CHOQUE",-99.12613,19.4228
473,"C5/200523/05940",2020-05-23,"CHOQUE",-99.14936,19.36387
474,"C5/200523/06368",2020-05-23,"CHOQUE",-99.11445,19.42078
475,"C5/200523/06435",2020-05-23,"CHOQUE",-99.12751,19.26867
476,"C5/200523/07176",2020-05-23,"CHOQUE",-99.1699,19.36319
477,"C5/200523/07696",2020-05-23,"CHOQUE",-99.04753,19.34277
478,"C5/200523/01138",2020-05-23,"DERRAPADO",-99.03036,19.3323
479,"C5/200523/07243",2020-05-23,"DERRAPADO",-99.18659,19.40353
480,"CH/200523/07298",2020-05-23,"DERRAPADO",-99.13449,19.42432
481,"C5/200524/04452",2020-05-24,"ATROPELLADO",-99.073997,19.31711
482,"C5/200524/00192",2020-05-24,"CHOQUE",-99.166644,19.31614
483,"IZ/200524/02721",2020-05-24,"CHOQUE",-99.06425,19.333929
484,"C5/200524/05539",2020-05-24,"CHOQUE",-99.22044,19.32142
485,"C5/200524/05625",2020-05-24,"CHOQUE",-99.11643,19.45424
486,"C5/200524/04384",2020-05-24,"DERRAPADO",-99.10053,19.29578
487,"C5/200524/08058",2020-05-24,"DERRAPADO",-99.03264,19.28319
488,"C5/200525/05218",2020-05-25,"ATROPELLADO",-99.07688,19.38044
489,"C5/200525/06144",2020-05-25,"ATROPELLADO",-99.14826,19.54077
490,"C5/200525/01682",2020-05-25,"CHOQUE",-99.16753,19.40926
491,"C5/200525/03029",2020-05-25,"CHOQUE",-99.12996,19.38138
492,"C5/200525/04156",2020-05-25,"CHOQUE",-99.12426,19.41116
493,"C5/200525/04685",2020-05-25,"CHOQUE",-99.09874,19.39992
494,"C5/200525/06345",2020-05-25,"CHOQUE",-99.04313,19.29136
495,"C5/200525/07225",2020-05-25,"CHOQUE",-99.22,19.44637
496,"C5/200525/00011",2020-05-25,"DERRAPADO",-99.1824,19.3887
497,"C5/200525/02723",2020-05-25,"DERRAPADO",-99.018266,19.348961
498,"C5/200525/05721",2020-05-25,"DERRAPADO",-99.1438,19.41518
499,"C5/200526/01137",2020-05-26,"ATROPELLADO",-99.18631,19.4909
500,"C5/200526/01542",2020-05-26,"ATROPELLADO",-99.14889,19.34258
501,"C5/200526/03479",2020-05-26,"ATROPELLADO",-99.09126,19.40082
502,"C5/200526/00944",2020-05-26,"CHOQUE",-99.17085,19.31215
503,"C5/200526/02369",2020-05-26,"CHOQUE",-99.06862,19.42561
504,"IZ/200526/02512",2020-05-26,"CHOQUE",-99.08656,19.35663
505,"C5/200526/02798",2020-05-26,"CHOQUE",-99.19971,19.44311
506,"C5/200526/03599",2020-05-26,"CHOQUE",-99.1823,19.43219
507,"AO/200526/04401",2020-05-26,"CHOQUE",-99.171624,19.434541
508,"C5/200526/04567",2020-05-26,"CHOQUE",-99.1171,19.37465
509,"C5/200526/02614",2020-05-26,"DERRAPADO",-98.99803,19.35864
510,"C5/200526/03148",2020-05-26,"DERRAPADO",-99.14072,19.41754
511,"C5/200526/00604",2020-05-26,"VOLCADURA",-99.18452,19.47773
512,"C5/200527/03876",2020-05-27,"ATROPELLADO",-99.178483,19.256074
513,"C5/200527/05493",2020-05-27,"ATROPELLADO",-99.03351,19.38546
514,"C5/200527/01673",2020-05-27,"CHOQUE",-99.1892,19.39113
515,"C5/200527/02126",2020-05-27,"CHOQUE",-99.07482,19.38779
516,"C5/200527/02079",2020-05-27,"DERRAPADO",-99.03058,19.32662
517,"C5/200527/04239",2020-05-27,"DERRAPADO",-99.28322,19.34113
518,"C5/200527/04697",2020-05-27,"DERRAPADO",-98.990646,19.161695
519,"C5/200527/05021",2020-05-27,"DERRAPADO",-99.16244,19.37463
520,"C5/200528/00608",2020-05-28,"ATROPELLADO",-99.145433,19.284063
521,"C5/200528/06014",2020-05-28,"ATROPELLADO",-99.10903,19.45266
522,"C5/200528/01352",2020-05-28,"CHOQUE",-99.178482,19.256075
523,"C5/200528/02367",2020-05-28,"CHOQUE",-99.13615,19.43425
524,"C5/200528/05883",2020-05-28,"DERRAPADO",-99.1695,19.4361
525,"C5/200529/02848",2020-05-29,"ATROPELLADO",-99.13776,19.48178
526,"C5/200529/00971",2020-05-29,"CHOQUE",-99.04325,19.29226
527,"C5/200529/01881",2020-05-29,"CHOQUE",-99.17036,19.44894
528,"C5/200529/02157",2020-05-29,"CHOQUE",-99.06706,19.3771
529,"C5/200529/02591",2020-05-29,"CHOQUE",-99.23275,19.28412
530,"C5/200529/03530",2020-05-29,"CHOQUE",-99.17569,19.28385
531,"C5/200529/05468",2020-05-29,"CHOQUE",-99.10502,19.29983
532,"C5/200529/06209",2020-05-29,"CHOQUE",-99.00041,19.28088
533,"C5/200529/00768",2020-05-29,"DERRAPADO",-99.17274,19.32471
534,"C5/200529/00939",2020-05-29,"DERRAPADO",-99.16345,19.51869
535,"C5/200529/02676",2020-05-29,"DERRAPADO",-99.16605,19.41785
536,"C5/200529/05971",2020-05-29,"DERRAPADO",-99.0961,19.42014
537,"C5/200530/08265",2020-05-30,"CAIDA DE CICLISTA",-99.20284,19.49238
538,"C5/200530/00007",2020-05-30,"CHOQUE",-99.1368,19.41373
539,"C5/200530/02027",2020-05-30,"CHOQUE",-99.20191,19.3472
540,"C5/200530/02762",2020-05-30,"CHOQUE",-99.20047,19.45169
541,"C5/200530/02793",2020-05-30,"CHOQUE",-99.14893,19.34273
542,"AO/200530/04043",2020-05-30,"CHOQUE",-99.274918,19.332834
543,"C5/200530/08041",2020-05-30,"CHOQUE",-99.18239,19.36605
544,"C5/200530/03851",2020-05-30,"DERRAPADO",-99.119856,19.425519
545,"IZ/200530/07889",2020-05-30,"DERRAPADO",-99.05471,19.38415
546,"C5/200530/05526",2020-05-30,"VOLCADURA",-99.239414,19.392402
547,"C5/200531/02150",2020-05-31,"CHOQUE",-99.1274,19.44306
548,"C5/200531/02159",2020-05-31,"CHOQUE",-99.12425,19.45408
549,"C5/200531/04899",2020-05-31,"CHOQUE",-99.13915,19.38125
550,"C5/200531/05497",2020-05-31,"CHOQUE",-99.01339,19.34859
551,"C5/200531/06291",2020-05-31,"CHOQUE",-99.086892,19.450693
552,"C5/200531/06748",2020-05-31,"CHOQUE",-99.173588,19.249482
553,"C5/200531/07018",2020-05-31,"CHOQUE",-99.0679,19.34773
554,"C5/200531/07753",2020-05-31,"CHOQUE",-99.15605,19.51791
555,"C5/200531/01955",2020-05-31,"DERRAPADO",-99.10907,19.38974
556,"GA/200531/06392",2020-05-31,"DERRAPADO",-99.09665,19.48795
557,"C5/200531/06987",2020-05-31,"DERRAPADO",-99.13956,19.40757
558,"C5/200601/00994",2020-06-01,"CHOQUE",-99.1501,19.40472
559,"C5/200601/01468",2020-06-01,"CHOQUE",-99.12876,19.27198
560,"C5/200601/01781",2020-06-01,"CHOQUE",-99.15714,19.28673
561,"C5/200601/02785",2020-06-01,"CHOQUE",-99.1553,19.40641
562,"C5/200601/02933",2020-06-01,"CHOQUE",-99.07191,19.48967
563,"C5/200601/03332",2020-06-01,"CHOQUE",-99.00446,19.36333
564,"C5/200601/04063",2020-06-01,"CHOQUE",-99.09085,19.41277
565,"C5/200601/05212",2020-06-01,"CHOQUE",-99.03783,19.34346
566,"C5/200601/00777",2020-06-01,"DERRAPADO",-99.29901,19.36749
567,"C5/200601/01448",2020-06-01,"DERRAPADO",-99.09055,19.37711
568,"C5/200601/03157",2020-06-01,"DERRAPADO",-99.17557,19.43262
569,"C5/200601/06819",2020-06-01,"DERRAPADO",-99.20776,19.48962
570,"C5/200602/06427",2020-06-02,"ATROPELLADO",-99.14499,19.45634
571,"C5/200602/05140",2020-06-02,"CAIDA DE CICLISTA",-99.17449,19.42423
572,"C5/200602/00450",2020-06-02,"CHOQUE",-99.15013,19.40409
573,"C5/200602/01098",2020-06-02,"CHOQUE",-99.19914,19.38652
574,"C5/200602/01614",2020-06-02,"CHOQUE",-99.15145,19.35158
575,"IZ/200602/02259",2020-06-02,"CHOQUE",-99.01319,19.289785
576,"C5/200602/02269",2020-06-02,"CHOQUE",-99.07525,19.49825
577,"C5/200602/02764",2020-06-02,"CHOQUE",-99.11436,19.4536
578,"C5/200602/03606",2020-06-02,"CHOQUE",-99.10697,19.3695
579,"C5/200602/03986",2020-06-02,"CHOQUE",-99.10408,19.4181
580,"C5/200602/04121",2020-06-02,"CHOQUE",-99.14252,19.42465
581,"C5/200602/04592",2020-06-02,"CHOQUE",-99.03608,19.34374
582,"C5/200602/00994",2020-06-02,"VOLCADURA",-99.215317,19.205766
583,"IZ/200603/02930",2020-06-03,"ATROPELLADO",-99.08706,19.38093
584,"IZ/200603/02378",2020-06-03,"CAIDA DE CICLISTA",-99.048572,19.385383
585,"C5/200603/03310",2020-06-03,"CHOQUE",-99.14527,19.46218
586,"C5/200603/06744",2020-06-03,"CHOQUE",-99.1745,19.39312
587,"C5/200603/01885",2020-06-03,"DERRAPADO",-99.11871,19.43491
588,"IZ/200604/06268",2020-06-04,"ATROPELLADO",-99.052494,19.301494
589,"C5/200604/00948",2020-06-04,"CHOQUE",-99.12397,19.39817
590,"C5/200604/01776",2020-06-04,"CHOQUE",-99.22114,19.30205
591,"C5/200604/02283",2020-06-04,"CHOQUE",-99.12058,19.34567
592,"C5/200604/03619",2020-06-04,"CHOQUE",-99.25829,19.30515
593,"C5/200604/04943",2020-06-04,"CHOQUE",-99.10318,19.32271
594,"C5/200604/05872",2020-06-04,"CHOQUE",-99.07599,19.45302
595,"C5/200604/06265",2020-06-04,"CHOQUE",-99.15127,19.50482
596,"2747493",2020-06-04,"CHOQUE",-99.102647,19.51209
597,"GA/200604/00807",2020-06-04,"VOLCADURA",-99.115669,19.45012
598,"C5/200605/01839",2020-06-05,"ATROPELLADO",-99.04032,19.2035
599,"IZ/200605/04902",2020-06-05,"ATROPELLADO",-99.059314,19.342088
600,"C5/200605/01225",2020-06-05,"CAIDA DE CICLISTA",-99.18331,19.47736
601,"C5/200605/01923",2020-06-05,"CAIDA DE CICLISTA",-99.09199,19.35817
602,"C5/200605/02359",2020-06-05,"CAIDA DE CICLISTA",-99.10369,19.4647
603,"C5/200605/03147",2020-06-05,"CAIDA DE PASAJERO",-99.14404,19.35716
604,"C5/200605/04708",2020-06-05,"CHOQUE",-99.12662,19.36564
605,"C5/200605/04958",2020-06-05,"CHOQUE",-99.227,19.36867
606,"C5/200605/08650",2020-06-05,"DERRAPADO",-99.12627,19.46133
607,"BJ/200606/07415",2020-06-06,"CAIDA DE CICLISTA",-99.151574,19.333864
608,"AO/200606/00517",2020-06-06,"CHOQUE",-99.193156,19.396201
609,"C5/200606/02688",2020-06-06,"CHOQUE",-99.09341,19.41868
610,"C5/200606/03031",2020-06-06,"CHOQUE",-99.08177,19.48241
611,"C5/200606/07380",2020-06-06,"DERRAPADO",-99.12124,19.44242
612,"C5/200606/07690",2020-06-06,"DERRAPADO",-99.224843,19.266762
613,"C5/200607/00112",2020-06-07,"ATROPELLADO",-99.14502,19.4037
614,"BJ/200607/02984",2020-06-07,"ATROPELLADO",-99.174729,19.300035
615,"C5/200607/03576",2020-06-07,"ATROPELLADO",-99.20486,19.50184
616,"C5/200607/02208",2020-06-07,"CHOQUE",-99.06129,19.3446
617,"C5/200607/04005",2020-06-07,"CHOQUE",-99.16267,19.47641
618,"C5/200607/05185",2020-06-07,"CHOQUE",-99.03055,19.29211
619,"C5/200607/06163",2020-06-07,"CHOQUE",-99.15474,19.50393
620,"GA/200607/09025",2020-06-07,"CHOQUE",-99.12228,19.45969
621,"C5/200607/03949",2020-06-07,"DERRAPADO",-99.20031,19.42463
622,"C5/200607/04924",2020-06-07,"DERRAPADO",-99.26019,19.39358
623,"C5/200607/05111",2020-06-07,"DERRAPADO",-99.14764,19.38169
624,"C5/200607/06906",2020-06-07,"DERRAPADO",-99.07854,19.49763
625,"C5/200607/06960",2020-06-07,"DERRAPADO",-99.11947,19.47926
626,"C5/200607/07123",2020-06-07,"DERRAPADO",-99.05806,19.462708
627,"C5/200608/03442",2020-06-08,"ATROPELLADO",-99.13763,19.43823
628,"IZ/200608/04121",2020-06-08,"CAIDA DE CICLISTA",-99.114373,19.340489
629,"C5/200608/03029",2020-06-08,"CHOQUE",-99.00939,19.29267
630,"C5/200608/05150",2020-06-08,"CHOQUE",-99.18216,19.39073
631,"C5/200609/03319",2020-06-09,"CAIDA DE CICLISTA",-99.1791,19.36628
632,"C5/200609/00494",2020-06-09,"CHOQUE",-99.16911,19.30199
633,"C5/200609/06535",2020-06-09,"DERRAPADO",-99.13136,19.45762
634,"C5/200610/01163",2020-06-10,"ATROPELLADO",-99.212141,19.225494
635,"CH/200610/04124",2020-06-10,"ATROPELLADO",-99.144924,19.415305
636,"GA/200610/04601",2020-06-10,"ATROPELLADO",-99.084284,19.409189
637,"BJ/200610/06804",2020-06-10,"ATROPELLADO",-99.15729,19.29393
638,"C5/200610/01841",2020-06-10,"CAIDA DE CICLISTA",-99.1217,19.44017
639,"2765092",2020-06-10,"DERRAPADO",-99.299659,19.360623
640,"C5/200611/02152",2020-06-11,"ATROPELLADO",-99.12568,19.44712
641,"AO/200611/06476",2020-06-11,"ATROPELLADO",-99.202045,19.499035
642,"C5/200611/03633",2020-06-11,"CAIDA DE CICLISTA",-99.198405,19.426795
643,"C5/200611/00021",2020-06-11,"CHOQUE",-99.09356,19.4449
644,"C5/200611/00244",2020-06-11,"CHOQUE",-99.02435,19.29822
645,"C5/200611/02529",2020-06-11,"CHOQUE",-99.27905,19.37342
646,"AO/200611/03130",2020-06-11,"CHOQUE",-99.192269,19.338733
647,"C5/200611/02479",2020-06-11,"DERRAPADO",-99.16406,19.28501
648,"C5/200611/03771",2020-06-11,"DERRAPADO",-99.17611,19.33621
649,"C5/200611/03986",2020-06-11,"DERRAPADO",-99.1844,19.40639
650,"C5/200611/04615",2020-06-11,"DERRAPADO",-99.14229,19.30857
651,"IZ/200612/02570",2020-06-12,"ATROPELLADO",-99.1272,19.376401
652,"C5/200612/02476",2020-06-12,"CHOQUE",-99.17249,19.49108
653,"C5/200612/02773",2020-06-12,"CHOQUE",-99.04951,19.29202
654,"C5/200612/03520",2020-06-12,"CHOQUE",-99.14741,19.42547
655,"C5/200612/03852",2020-06-12,"CHOQUE",-99.0891,19.36683
656,"C5/200612/03887",2020-06-12,"CHOQUE",-99.06812,19.41853
657,"AO/200612/04172",2020-06-12,"CHOQUE",-99.29007,19.36104
658,"C5/200612/04721",2020-06-12,"CHOQUE",-99.09754,19.39309
659,"C5/200612/05626",2020-06-12,"CHOQUE",-99.06703,19.38682
660,"PM",2020-06-12,"CHOQUE",-99.210941,19.50816
661,"C5/200612/06872",2020-06-12,"CHOQUE",-99.06717,19.42851
662,"C5/200612/02284",2020-06-12,"DERRAPADO",-99.08024,19.37168
663,"C5/200612/03226",2020-06-12,"DERRAPADO",-99.12985,19.40654
664,"C5/200612/05073",2020-06-12,"DERRAPADO",-99.12044,19.49242
665,"C5/200613/02283",2020-06-13,"ATROPELLADO",-99.11958,19.39796
666,"C5/200613/03273",2020-06-13,"ATROPELLADO",-99.11914,19.27538
667,"C5/200613/04335",2020-06-13,"ATROPELLADO",-99.19137,19.43804
668,"C5/200613/01463",2020-06-13,"CHOQUE",-99.06687,19.41071
669,"C5/200613/02587",2020-06-13,"CHOQUE",-99.08714,19.30432
670,"C5/200613/02650",2020-06-13,"CHOQUE",-99.07462,19.36607
671,"C5/200613/03934",2020-06-13,"CHOQUE",-99.20156,19.40382
672,"C5/200613/04716",2020-06-13,"CHOQUE",-99.07324,19.35017
673,"C5/200613/05107",2020-06-13,"CHOQUE",-99.23322,19.28977
674,"C5/200613/05794",2020-06-13,"CHOQUE",-99.14495,19.38365
675,"C5/200613/07129",2020-06-13,"CHOQUE",-99.09338,19.42553
676,"C5/200613/03772",2020-06-13,"DERRAPADO",-99.13482,19.41322
677,"AO/200613/04413",2020-06-13,"DERRAPADO",-99.22061,19.31527
678,"C5/200613/06579",2020-06-13,"DERRAPADO",-99.106,19.44008
679,"2779104",2020-06-13,"DERRAPADO",-99.069008,19.457638
680,"IZ/200614/03535",2020-06-14,"ATROPELLADO",-99.010764,19.252284
681,"C5/200614/03859",2020-06-14,"ATROPELLADO",-99.19607,19.49009
682,"IZ/200614/04794",2020-06-14,"ATROPELLADO",-99.101106,19.378148
683,"C5/200614/05799",2020-06-14,"ATROPELLADO",-99.20408,19.37053
684,"C5/200614/07286",2020-06-14,"CAIDA DE CICLISTA",-99.16755,19.41676
685,"C5/200614/01888",2020-06-14,"CHOQUE",-99.15952,19.4415
686,"C5/200614/03689",2020-06-14,"CHOQUE",-99.12914,19.39771
687,"C5/200614/03972",2020-06-14,"CHOQUE",-99.160416,19.23934
688,"C5/200614/04114",2020-06-14,"CHOQUE",-99.03669,19.33541
689,"C5/200614/04115",2020-06-14,"CHOQUE",-99.2062,19.44792
690,"C5/200614/05085",2020-06-14,"CHOQUE",-99.11865,19.41683
691,"C5/200614/05310",2020-06-14,"CHOQUE",-99.16746,19.28607
692,"C5/200614/05624",2020-06-14,"CHOQUE",-99.06359,19.34603
693,"C5/200614/05734",2020-06-14,"CHOQUE",-99.14859,19.49402
694,"C5/200614/06671",2020-06-14,"CHOQUE",-99.1647,19.3471
695,"CH/200614/07411",2020-06-14,"CHOQUE",-99.131288,19.408538
696,"C5/200614/08246",2020-06-14,"CHOQUE",-99.03812,19.3225
